Episode Number,Title,Guest Name,Guest Title/Organization,Date Published,Duration,Description,Category/Topic,Has Transcript,Cover Image Filename,YouTube URL,Spotify URL,Apple Podcasts URL,Notes
60,"Crypto Kidnappings, Lost Keys, and Million-Dollar Bug Bounties",Yevheniia Broshevan,CEO/Hacken,2025-09-09,01:05:09,"Forbes 30 Under 30 cybersecurity expert Yevheniia Broshevan discusses crypto security challenges, bug bounty programs, and the reality that 95% of Bitcoin has been mined while 11-18% is lost forever.  ",Cryptocurrency Security,Y,episode-060.png,https://youtu.be/erF3zC0a1hM,https://tinyurl.com/4u6myrb8,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000725711707,
59,WiFi Pineapple Unboxing: The Hacker Device From TV Shows!,,,2025-08-18,10:59,"Ever wondered what that mysterious ""WiFi Pineapple"" device from hacker movies actually does? Today we're unboxing the Hak5 WiFi Pineapple Mark 7 - the real penetration testing tool that's been featured in countless TV shows and movies!   ",Unboxing,Y,episode-059.png,https://youtu.be/S67-Hrdq08w,https://open.spotify.com/episode/1YOk9gwMXb9DXd15b03zGG?si=4-n7Rao8TAO_1qzoAvJ-1A,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000722508799,
58,Travel Router Unboxing: Don't Get Hacked on Vacation!,,,2025-08-04,14:12,"Back in Episode 54 we talked about vacation cybersecurity, including the dangers of hotel WiFi and public networks. Today we're unboxing the travel router that could save your digital life while traveling (or at least save you a lot of grief).  ",Unboxing,N,episode-058.png,https://youtu.be/tqQcGmMwXgA,https://open.spotify.com/episode/5ZGjVMRhWm4XY71mggs4Fx?si=1756304ccd0a41da,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000720592747,
57,Dr. Nikki Robinson: Why Security Teams Fail at Human Factors,Dr. Nikki Robinson,Senior Manager/IBM,2025-07-03,57:52,"It takes an advanced degree to understand the psychology behind why users hate security controls, so we got someone with two: Dr. Nikki Robinson, DSc Cybersecurity, PhD Human Factors. Nikki joins us to break down the real reasons security implementations fail—and how to fix them.",Users,N,episode-057.png,https://youtu.be/54IGBEpOz50,https://open.spotify.com/episode/550gWCPqZalkNQfsSnFS7R?si=9a6d872d84194da7,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000715597615,
56,From Zero-Day Hunter to Cyber Defender: Cody Pierce's Journey,Cody Pierce,Co-Founder & CTO/Neon Cyber,2025-06-20,01:03:55,"Why would a hacker at the top of game who found dozens of zero-days switch to defense? The answer is a lot more complicated than you think. In this fascinating episode, we sit down with Cody Pierce, co-founder and CEO of Neon Cyber and former Zero Day Initiative researcher. Cody gives us an insider view into the exploit marketplace, and tells us why he went from offense to defense.",Career Bio,N,episode-056.png,https://youtu.be/3pQ17c0wKh4,https://open.spotify.com/episode/3J5cPQq8xmyr70AQ9ioU3q?si=75045aef67124416,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000713841766,
55,"Firmware, Fire and the Future of Cybersecurity | Smoked Manhattans with Paul Asadoorian",Paul Asadoorian,Principle Security Researcher/Eclypsium,2025-05-27,01:08:53,"Join us for a special episode of the Security Cocktail Hour as co-hosts Joe Patti and Adam Roth sit down with cybersecurity legend Paul Asadoorian—founder of Security Weekly and Principal Security Evangelist at Eclypsium. With more than two decades of experience, Paul brings his unique mix of deep technical knowledge and podcasting charisma to discuss firmware vulnerabilities, supply chain risks, and the overlooked attack surfaces hiding in your hardware. And he literally--and we do mean literally--brings fire to the show.",Hardware Security,N,episode-055.png,https://youtu.be/dOhpMjiwZ_4,https://open.spotify.com/episode/35R1ZBS7guit8k9pAUiVn8?si=07100381412b40ad,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000710115038,
54,Don’t Get Hacked on Vacation | Travel Cybersecurity Tips,,,2025-05-12,28:52,"Got big travel plans this summer? Remember to pack some protection against cyber threats. In this episode of the Security Cocktail Hour podcast, hosts Joe Patti and Adam Roth break down the real cybersecurity threats you face when using hotel Wi-Fi, airport chargers, and public networks—and what you can do to stay safe.",Educational,N,episode-054.png,https://youtu.be/qM-IX0n-Wvc,https://open.spotify.com/episode/4sO5XhTGQ8G7jTyuDbd2Dy?si=13be2857f7484763,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000708126901,
53,"The New Rules of Cyber Incident Response | New attacks, new response",Lisa Landau and Tim Shipp,"CEO/ThreatLight, CTO/ThreatLight",2025-04-11,51:44,"In this episode of Security Cocktail Hour, we go deep into the high-stakes world of modern cyber incident response (IR) with Lisa Landau and Tim Shipp of ThreatLight—two top-tier experts redefining how breaches are handled today.  Discover how IR has evolved—and why the old playbook no longer works.",Incident Response,Y,episode-053.png,https://youtu.be/xilVhM0ZInU,https://open.spotify.com/episode/2vGLhgkE4enl4J6I2s2UG9?si=8df7b0473f8642e8,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000703154455,
52,How Do You Sell Really Expensive Security Software?,Trevor Marcotte,CEO/T&K Tech,2025-03-23,58:50,"Selling six-figure security solutions isn’t about flashy demos or steak dinners—it’s about trust, relationships, and delivering real value. In this episode of the Security Cocktail Hour, we go inside the world of cybersecurity sales with Trevor Marcotte, founder of TnK Tech and a longtime industry insider.  Trevor reveals how deals actually get done in the high-stakes world of cybersecurity—from building trust with IT buyers and CISOs to navigating complex vendor relationships and solving real problems for clients. Alongside co-hosts Joe Patti and Adam Roth, Trevor shares why people matter more than products, and how trust beats tools every time.",Sales,N,episode-052.png,https://youtu.be/XvuKUyHMUbE,https://open.spotify.com/episode/2xqGphq0Eqpj40bHowwqdx?si=1e489a9604154df0,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000701240757,
51,Agentic AI Security: Full Speed into the Unknown,Kevin O’Connor,Enterprise Account Manager/Zenity,2025-02-18,56:18,"Agentic AI is changing the game—but is it a security nightmare in the making? In this episode of the Security Cocktail Hour, co-hosts Joe Patti and Adam Roth sit down with Kevin O’Connor to dive into one of the hottest (and most misunderstood) topics in cybersecurity: Agentic AI Security.",AI,N,episode-051.jpg,https://youtu.be/GQ8ztgprOD0,https://open.spotify.com/episode/4yCYOlxkypik2qC0OJNRiu?si=18935eda432e4b7c,https://podcasts.apple.com/us/podcast/security-cocktail-hour/id1679376200?i=1000698266272,
